trading_id,trading_date,trading_closing_price,trading_volume,trading_opening_price,trading_high_price,trading_low_price,Security_security_id
50088,2023-03-21,140.42,6337800,141.39,141.39,139.53,10
50090,2023-03-22,139.52,6182800,140.64,141.22,139.46,10
50092,2023-03-23,140.65,7348100,140.2,141.61,139.49,10
50094,2023-03-24,141.8,7584100,141.01,142.47,140.6,10
50096,2023-03-27,144.17,8925200,142.79,144.98,142.78,10
50098,2023-03-28,143.61,7094300,143.65,144.41,143.05,10
50100,2023-03-29,144.23,8072300,144.37,144.96,143.45,10
50102,2023-03-30,145.67,7293000,145.5,146.6,145.02,10
50104,2023-03-31,147.45,6956000,146.58,148.44,146.47,10
50106,2023-04-03,148.69,6588900,147.73,148.95,147.5,10
50108,2023-04-04,147.23,6037900,148.53,148.79,147.02,10
50110,2023-04-05,149.67,8846900,147.17,149.88,147.14,10
50112,2023-04-06,150.8,5963900,148.8,151.04,148.52,10
50114,2023-04-10,150.51,4839700,150.36,151.12,149.77,10
50116,2023-04-11,150.07,6123500,151,151,149.62,10
50118,2023-04-12,149.34,3736600,149.79,150.97,149.17,10
50120,2023-04-13,149.49,4424200,149.65,150,148.2,10
50122,2023-04-14,148.48,3488300,149.03,149.89,148.15,10
50124,2023-04-17,149.52,5388900,148.64,149.67,148.5,10
50126,2023-04-18,149.85,4494100,149.78,150.34,149.44,10
50128,2023-04-19,150.01,4144500,150.84,151.41,149.77,10
50130,2023-04-20,150.97,4547200,150.21,151.39,149.6,10
50132,2023-04-21,151.73,8445000,151.96,152.3,151.18,10
50134,2023-04-24,152.76,4526500,151.71,152.95,151.71,10
50136,2023-04-25,151.57,5748900,153.29,153.75,151.33,10
50138,2023-04-26,150.91,4303400,150.98,151.41,150.22,10
50140,2023-04-27,151.38,4287000,150.78,151.94,150.78,10
50142,2023-04-28,150.97,4693900,151.29,152.17,150.18,10
50144,2023-05-01,151.59,3803200,151.04,152.54,150.93,10
50146,2023-05-02,151.18,3776500,151.47,151.49,149.46,10
50148,2023-05-03,150.62,4111500,151.56,152.1,150.27,10
50150,2023-05-04,150.47,4670400,150.55,150.99,149.49,10
50152,2023-05-05,151.77,4850000,150.3,152.01,149.83,10
50154,2023-05-08,152.72,4975400,151.27,152.95,151.06,10
50156,2023-05-09,152.98,5069900,152.72,153.18,152.34,10
50158,2023-05-10,152.55,5275900,153.69,154.35,151.23,10
50160,2023-05-11,153.12,3975600,152.55,153.27,152,10
50162,2023-05-12,153.07,5371800,153.6,154.07,152.71,10
50164,2023-05-15,151.88,5371300,153.5,153.85,151.38,10
50166,2023-05-16,149.78,5170700,150.85,151.53,149.57,10
50168,2023-05-17,149.53,8995300,151.14,151.15,148.71,10
50170,2023-05-18,151.47,15589500,151.8,154.29,149.95,10
50172,2023-05-19,149.91,9195600,151.4,151.46,149.11,10
50174,2023-05-22,148.59,5372600,149.7,150.08,148.29,10
50176,2023-05-23,148.31,5434100,148.01,148.86,147.08,10
50178,2023-05-24,147.63,6838400,148.51,148.54,146.3,10
50180,2023-05-25,146.16,7099700,146.88,147.44,145.09,10
50182,2023-05-26,146.42,5240300,145.7,146.82,145.47,10
50184,2023-05-30,146.06,5247500,146.3,147.29,145.6,10
50186,2023-05-31,146.87,10043600,145.42,147.31,145.01,10
50188,2023-06-01,147.41,6746400,146.21,147.9,145.94,10
50190,2023-06-02,148.82,6391300,147.22,149.01,147.1,10
50192,2023-06-05,149.8,5184400,149.37,151.25,149.37,10
50194,2023-06-06,149.78,5005200,149.7,150.19,148.51,10
50196,2023-06-07,150,8085500,149.25,150.36,149.04,10
50198,2023-06-08,152.17,6291000,150.39,152.43,149.79,10
50200,2023-06-09,153.09,5201300,152.16,153.72,151.6,10
50202,2023-06-12,154.1,4904500,153.43,154.3,153.17,10
50204,2023-06-13,155.3,5246300,154.52,155.51,154.07,10
50206,2023-06-14,156.87,7034400,155.91,157.33,155.61,10
50208,2023-06-15,157.73,6053500,157,158.23,156.98,10
50210,2023-06-16,155.53,11556700,158.08,158.15,155.28,10
50212,2023-06-20,154.16,6664800,154.7,155.45,153.88,10
50214,2023-06-21,154.46,6417000,154.21,155.34,153.36,10
50216,2023-06-22,155.75,4435800,154.98,156.08,154.48,10
50218,2023-06-23,155.46,6325000,155.88,156.29,155.02,10
50220,2023-06-26,155.05,4702100,155.65,155.78,154.32,10
50222,2023-06-27,154.49,4031200,154.15,155.85,154.06,10
50224,2023-06-28,155.33,6296600,154.73,155.68,154.64,10
50226,2023-06-29,154.28,7176800,154.51,154.75,153.14,10
50228,2023-06-30,157.18,6357000,154.97,157.53,154.78,10
50230,2023-07-03,158.2,2882500,156.81,158.44,156.33,10
50232,2023-07-05,158.11,5861800,158.16,159.12,157.34,10
50234,2023-07-06,157.11,4809000,157.93,158.18,156.87,10
50236,2023-07-07,153.49,6588700,155.81,156.29,153.45,10
50238,2023-07-10,154.88,4322600,154.56,155.5,154.32,10
50240,2023-07-11,154.65,3821100,154.77,155.51,153.86,10
50242,2023-07-12,155.04,5503300,155.31,155.89,154.82,10
50244,2023-07-13,154.13,3953200,155.43,155.6,153.69,10
50246,2023-07-14,154.66,3475000,154.12,154.67,153.58,10
50248,2023-07-17,154.85,3378400,154.4,154.98,153.82,10
50250,2023-07-18,154.57,4480100,154.67,155.66,153.86,10
50252,2023-07-19,154.62,4124300,154.8,155.2,153.75,10
50254,2023-07-20,157.48,4995900,154.93,157.55,154.9,10
50256,2023-07-21,158.37,5652600,157.9,158.78,157.44,10
50258,2023-07-24,159.3,4176600,158.45,159.48,157.56,10
50260,2023-07-25,159.17,5184600,160.46,160.51,158.28,10
50262,2023-07-26,159.74,5031400,159.24,160.69,158.94,10
50264,2023-07-27,159.16,4466800,160.08,160.64,159.13,10
50266,2023-07-28,159.91,3673400,159.29,160.94,159.29,10
50268,2023-07-31,159.86,4344400,159.96,160.64,158.91,10
50270,2023-08-01,159.11,3927500,159.95,160.45,158.96,10
50272,2023-08-02,159.22,4220000,158.53,160.43,158.53,10
50274,2023-08-03,159.26,4400900,159.02,159.5,158.51,10
50276,2023-08-04,158.34,4754000,159.76,160.25,157.96,10
50278,2023-08-07,160.49,4756300,159.5,161.21,159.11,10
50280,2023-08-08,160.65,3672500,160.99,161.62,159.51,10
50282,2023-08-09,160.91,4403200,160.91,162.1,160.71,10
50284,2023-08-10,160.26,5056500,160.79,161.75,160.03,10
50286,2023-08-11,161.2,4730400,160.55,161.83,160.1,10
50288,2023-08-14,160,6937900,162,162.78,159.18,10
50290,2023-08-15,159.18,4853100,159.54,160.79,158.92,10
50292,2023-08-16,159.26,8993600,159.88,160.97,158.37,10
50294,2023-08-17,155.69,17871400,160.9,161.14,155.02,10
50296,2023-08-18,157.93,9316300,155.31,159.67,155.31,10
50298,2023-08-21,157.51,5226400,157.63,158.84,157.04,10
50300,2023-08-22,157.01,5557500,156.97,157.31,156.24,10
50302,2023-08-23,158.1,4736800,156.61,158.4,156.51,10
50304,2023-08-24,156.89,4677700,158.13,159.23,156.82,10
50306,2023-08-25,157.82,4089000,157.18,158.04,156.54,10
50308,2023-08-28,158.72,3957000,157.86,158.83,157.86,10
50310,2023-08-29,160.05,4234100,159,160.23,158.86,10
50312,2023-08-30,161.2,3655900,160.4,161.29,159.92,10
50314,2023-08-31,162.61,6527600,161.12,162.99,160.96,10
50316,2023-09-01,161.57,4183500,162.87,162.96,160.15,10
50318,2023-09-05,160.27,5069800,161.85,162.8,160.18,10
50320,2023-09-06,161.47,4864900,160.4,162.17,159.91,10
50322,2023-09-07,163.47,6373600,162,163.48,161.49,10
50324,2023-09-08,163.77,4222400,163.48,163.86,163.07,10
50326,2023-09-11,164.34,3970700,164,164.48,163.66,10
50328,2023-09-12,164.52,3919100,164.5,164.93,164.04,10
50330,2023-09-13,164.56,4788100,164.93,165.85,164.37,10
50332,2023-09-14,165.25,4974600,165,165.74,164.41,10
50334,2023-09-15,164.64,21266200,165.21,165.66,163.77,10
50336,2023-09-18,163.42,4332600,164.68,165.2,163.25,10
50338,2023-09-19,163.38,4673200,163.38,163.78,162.35,10
50340,2023-09-20,163.91,3373600,163.6,164.71,162.96,10
50342,2023-09-21,161.92,6260800,164.26,164.5,161.79,10
50344,2023-09-22,162.35,4405000,162.23,163.23,161.92,10
50346,2023-09-25,163.07,3486500,162.37,163.11,161.87,10
50348,2023-09-26,162.5,4811900,162.94,163.54,162.35,10
50350,2023-09-27,161.72,5237000,162,162.23,160.29,10
50352,2023-09-28,162.54,3872400,162,162.83,161.59,10
50354,2023-09-29,159.93,6279300,163.03,163.13,159.19,10
50356,2023-10-02,160.1,4330900,159.49,160.27,158.31,10
50358,2023-10-03,159.09,3751100,159.69,160.75,158.68,10
50360,2023-10-04,161,5251900,159.65,161.05,159.01,10
50362,2023-10-05,159.08,4756500,160.45,160.96,159,10
50364,2023-10-06,156.41,14202800,158.65,158.99,151.65,10
50366,2023-10-09,155.84,7007500,155.08,155.85,153.26,10
50368,2023-10-10,157.6,5338100,156.23,158.08,155.66,10
50370,2023-10-11,158.23,4008700,158.26,159.49,157.04,10
50372,2023-10-12,158.95,4504700,158.53,159.31,157.77,10
50374,2023-10-13,159.83,4603000,159.26,160.46,158.9,10
50376,2023-10-16,161.21,4782700,160.54,162.08,160.32,10
50378,2023-10-17,161.42,3631000,160.74,161.71,160.39,10
50380,2023-10-18,161.54,3519700,161.88,162.36,160.72,10
50382,2023-10-19,160.77,3915300,161.43,161.82,160.22,10
50384,2023-10-20,158.76,5018900,160.83,161.1,158.71,10
50386,2023-10-23,161.01,5699000,158.73,161.35,158.02,10
50388,2023-10-24,163.25,5845000,161.4,163.48,161.39,10
50390,2023-10-25,162.76,5540600,163.16,164.33,162.47,10
50392,2023-10-26,161.77,5406700,162.71,163.85,161.61,10
50394,2023-10-27,161.17,4609900,161.48,161.97,160.55,10
50396,2023-10-30,163.02,4217900,161.46,163.26,160.79,10
50398,2023-10-31,163.41,4722800,163,163.62,161.95,10
50400,2023-11-01,164.87,4966500,164.21,165.38,162.98,10
50402,2023-11-02,165.52,5164100,164.38,166.19,163.63,10
50404,2023-11-03,164.66,5746400,165.88,166.3,164.5,10
50406,2023-11-06,164.88,4843000,164.5,165.63,164.07,10
50408,2023-11-07,165.65,5007800,165.77,166.61,165.33,10
50410,2023-11-08,164.3,5197300,165.84,166.28,163.58,10
50412,2023-11-09,163.92,5026700,164.37,164.52,163.25,10
50414,2023-11-10,166.19,4773300,164.55,166.44,163.9,10
50416,2023-11-13,167.68,5136300,166.38,167.87,166.05,10
50418,2023-11-14,167.65,6597500,168.17,169.15,167.25,10
50420,2023-11-15,169.78,11923300,168.38,169.94,167.51,10
50422,2023-11-16,156.04,32552900,158.75,159.45,155.5,10
50424,2023-11-17,155.35,14162600,155.95,157.54,155.01,10
50426,2023-11-20,155.3,8887700,155.54,156.01,155.01,10
50428,2023-11-21,155.86,9794100,155.46,156.85,154.13,10
50430,2023-11-22,154.67,8805500,155.72,156.05,154.38,10
50432,2023-11-24,156.06,4658400,155.15,156.13,154.7,10
50434,2023-11-27,156.77,7797900,155.95,157.36,155.95,10
50436,2023-11-28,158.64,7845000,156.66,158.92,156.66,10
50438,2023-11-29,156.08,9965500,158.77,158.77,155.61,10
50440,2023-11-30,155.69,9975300,156.02,156.35,154.51,10
50442,2023-12-01,154.34,13085300,155.38,155.61,152.63,10
50444,2023-12-04,154.3,8294400,153.32,154.93,153.31,10
50446,2023-12-05,155.73,7294600,154.45,155.85,153.74,10
50448,2023-12-06,154.04,8815800,155.55,155.83,153.65,10
50450,2023-12-07,152.46,8454200,154.35,154.54,152.23,10
50452,2023-12-08,150.86,11343200,152,152.21,150.24,10
50454,2023-12-11,151.24,10627800,151.14,151.45,149.54,10
50456,2023-12-12,151.36,7127300,151.22,151.7,150.23,10
50458,2023-12-13,154.05,11782900,151.55,154.05,150.64,10
50460,2023-12-14,152.17,10297100,153.52,153.94,151.93,10
50462,2023-12-15,152.74,23332700,151.78,153.46,151.54,10
50464,2023-12-18,154.97,8772000,153.35,155.07,153.13,10
50466,2023-12-19,155.53,8139000,154.84,155.69,154.09,10
50468,2023-12-20,153.71,7322600,155.42,156.14,153.62,10
50470,2023-12-21,154.8,6695900,154,155.06,153.91,10
50472,2023-12-22,156.65,6467400,155.45,157.15,155.16,10
50474,2023-12-26,156.41,3893300,156.65,156.99,156.11,10
50476,2023-12-27,157.88,6632000,156.31,157.95,156.16,10
50478,2023-12-28,157.57,5592000,157.77,158.33,157.5,10
50480,2023-12-29,157.65,7314200,157.53,158.08,157.16,10
50482,2024-01-02,159.29,7846600,157.25,159.54,157.19,10
50484,2024-01-03,159.3,6252000,159.77,160.3,158.93,10
50486,2024-01-04,157.76,6427500,159.21,159.54,157.49,10
50488,2024-01-05,156.71,7235600,157.92,158.1,155.6,10
50490,2024-01-08,158.25,6893600,156.7,158.29,156.68,10
50492,2024-01-09,159.31,7774100,157.93,159.34,157.73,10
50494,2024-01-10,161.29,6707300,159.56,161.5,159.56,10
50496,2024-01-11,161.11,4785100,161.35,161.89,160.17,10
50498,2024-01-12,161.32,4542600,161.37,161.54,160.38,10
50500,2024-01-16,161.83,5677500,161.44,162.4,161.23,10
50502,2024-01-17,161.07,4942600,161.38,161.99,160.63,10
50504,2024-01-18,163.24,6063500,161.16,163.39,160.68,10
50506,2024-01-19,162.38,6389800,163.43,163.57,161.44,10
50508,2024-01-22,162.39,4646100,162.79,162.95,161.5,10
50510,2024-01-23,162.8,4022200,162.12,162.85,161.77,10
50512,2024-01-24,160.5,7644300,162.9,163.07,160.32,10
50514,2024-01-25,162.84,5456500,161.4,162.87,160.42,10
50516,2024-01-26,164.27,5248800,163.05,164.38,162.66,10
50518,2024-01-29,165.04,6080100,164.35,165.41,163.52,10
50520,2024-01-30,165.59,5090000,164.7,165.81,163.62,10
50522,2024-01-31,165.25,8711600,167.8,167.8,165.11,10
50524,2024-02-01,168.31,6930900,165.7,168.35,165.18,10
50526,2024-02-02,169.57,7218900,168.15,170.58,167.92,10
